Calibrated Probability,Risk Category
0.8875038623809814,Critical Risk
0.30574318766593933,Medium Risk
1.0,Critical Risk
0.8803120255470276,Critical Risk
1.0,Critical Risk
0.0,Low Risk
0.9559615612030029,Critical Risk
0.9641299247741699,Critical Risk
0.786126184463501,High Risk
0.030001169256865978,Low Risk
0.3567332625389099,Medium Risk
0.6724948227405548,High Risk
0.7760639548301697,High Risk
1.0,Critical Risk
0.045003025233745574,Low Risk
0.42437962293624876,Medium Risk
0.044053136557340625,Low Risk
0.0,Low Risk
0.9693947911262513,Critical Risk
0.9029155015945435,Critical Risk
0.936188006401062,Critical Risk
0.6743214190006256,High Risk
0.2553667679429054,Medium Risk
0.02047324478626251,Low Risk
0.42989436388015745,Medium Risk
0.11186391413211823,Low Risk
0.0829374685883522,Low Risk
0.6783062279224396,High Risk
0.4521512806415558,Medium Risk
0.8439566850662231,Critical Risk
0.9803918957710266,Critical Risk
0.3459650963544846,Medium Risk
1.0,Critical Risk
0.9012814164161682,Critical Risk
1.0,Critical Risk
0.8974802136421204,Critical Risk
0.3982145607471466,Medium Risk
0.9060560464859009,Critical Risk
0.9139976382255555,Critical Risk
0.10412291586399078,Low Risk
0.06714772880077362,Low Risk
0.3515490025281906,Medium Risk
0.8583703875541687,Critical Risk
0.9267316579818725,Critical Risk
0.04298302829265595,Low Risk
0.48612297177314756,Medium Risk
1.0,Critical Risk
0.03202613107860088,Low Risk
0.9066397666931152,Critical Risk
0.9651362538337708,Critical Risk
0.09672491252422333,Low Risk
0.03641473986208439,Low Risk
0.9723026394844055,Critical Risk
0.9550203442573547,Critical Risk
0.8993043780326844,Critical Risk
0.6765685021877289,High Risk
0.27479794472455976,Medium Risk
0.6089584946632385,High Risk
0.07739797681570053,Low Risk
0.9235844016075134,Critical Risk
0.027173497527837754,Low Risk
0.3984976470470428,Medium Risk
0.06741236448287964,Low Risk
1.0,Critical Risk
0.8641790986061096,Critical Risk
0.940200924873352,Critical Risk
0.724038827419281,High Risk
0.10140585303306579,Low Risk
0.8631484985351563,Critical Risk
0.5854971915483475,High Risk
1.0,Critical Risk
0.9422481894493103,Critical Risk
1.0,Critical Risk
0.0,Low Risk
0.27600264698266985,Medium Risk
0.36348878145217894,Medium Risk
0.7236218690872193,High Risk
1.0,Critical Risk
0.3585007943212986,Medium Risk
0.3271909713745117,Medium Risk
0.3932760775089264,Medium Risk
0.9440404653549195,Critical Risk
0.8131951570510865,Critical Risk
0.9695593595504761,Critical Risk
0.17625658512115477,Low Risk
0.4113937854766846,Medium Risk
1.0,Critical Risk
0.12436072453856468,Low Risk
0.9685693621635437,Critical Risk
0.9073666334152222,Critical Risk
0.4849150478839874,Medium Risk
0.9845200300216674,Critical Risk
0.8859401106834411,Critical Risk
0.31546604335308076,Medium Risk
1.0,Critical Risk
1.0,Critical Risk
0.8686079025268555,Critical Risk
0.9181859493255615,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
0.2889469265937805,Medium Risk
0.19435679763555527,Low Risk
0.1457373782992363,Low Risk
0.056765992939472196,Low Risk
0.0,Low Risk
0.9318057656288147,Critical Risk
0.06417116820812226,Low Risk
0.19767633825540543,Low Risk
0.8726652264595032,Critical Risk
0.11288405284285545,Low Risk
0.9004565119743347,Critical Risk
0.11097245216369629,Low Risk
0.6199041068553924,High Risk
0.7714158594608307,High Risk
0.021047753840684892,Low Risk
0.1563085734844208,Low Risk
0.0,Low Risk
0.5025168657302856,High Risk
0.5677554488182068,High Risk
0.019544759392738344,Low Risk
0.417656934261322,Medium Risk
0.08735470324754716,Low Risk
1.0,Critical Risk
0.9658896446228027,Critical Risk
1.0,Critical Risk
0.17464626282453538,Low Risk
0.2029909908771515,Medium Risk
0.41527296900749205,Medium Risk
0.7990668296813965,High Risk
0.507245272397995,High Risk
0.16227235943078994,Low Risk
1.0,Critical Risk
0.41674294471740725,Medium Risk
0.8830016613006592,Critical Risk
0.9798816680908203,Critical Risk
0.6512369811534882,High Risk
0.07884191274642945,Low Risk
0.011368614062666893,Low Risk
0.39401929676532743,Medium Risk
1.0,Critical Risk
0.6577835083007812,High Risk
0.9710577845573425,Critical Risk
0.13012182861566543,Low Risk
0.8830016613006592,Critical Risk
0.9453150510787964,Critical Risk
1.0,Critical Risk
0.4775084495544434,Medium Risk
0.9080137372016907,Critical Risk
0.5350436940789223,High Risk
0.9775518298149108,Critical Risk
0.10942714065313339,Low Risk
0.1300964117050171,Low Risk
0.12136313319206238,Low Risk
0.13818183690309524,Low Risk
0.20631339251995087,Medium Risk
0.08359578102827073,Low Risk
0.133804489672184,Low Risk
0.9247847318649292,Critical Risk
0.06677952408790588,Low Risk
0.7386178612709046,High Risk
0.0633157454431057,Low Risk
0.21574672311544418,Medium Risk
0.6851837754249572,High Risk
0.8576386570930481,Critical Risk
0.9395255446434021,Critical Risk
0.030330446548759937,Low Risk
1.0,Critical Risk
0.2297178626060486,Medium Risk
0.3653124153614044,Medium Risk
0.9130004286766052,Critical Risk
0.9582198262214661,Critical Risk
0.03196927383542061,Low Risk
0.056996872648596764,Low Risk
0.6653790086507797,High Risk
0.033851541392505166,Low Risk
0.9422887206077576,Critical Risk
0.948550033569336,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
0.8175507545471191,Critical Risk
0.27407043278217313,Medium Risk
0.28350886404514314,Medium Risk
0.1230917140841484,Low Risk
0.2994829624891281,Medium Risk
0.13323382437229156,Low Risk
0.1309432029724121,Low Risk
0.9609828233718872,Critical Risk
0.2330635130405426,Medium Risk
0.9482199907302856,Critical Risk
0.2976362556219101,Medium Risk
0.3067043095827103,Medium Risk
0.04051711335778237,Low Risk
0.4035978585481644,Medium Risk
1.0,Critical Risk
0.03650032002478838,Low Risk
0.04173463135957718,Low Risk
0.841847038269043,Critical Risk
1.0,Critical Risk
0.17113725543022157,Low Risk
0.0,Low Risk
0.8632333755493165,Critical Risk
1.0,Critical Risk
0.6655136585235596,High Risk
0.05432719439268112,Low Risk
0.5465871095657349,High Risk
1.0,Critical Risk
0.12494394928216934,Low Risk
0.3735348775982857,Medium Risk
0.96833176612854,Critical Risk
0.8344699382781983,Critical Risk
0.574046003818512,High Risk
0.852893614768982,Critical Risk
0.04155776798725128,Low Risk
0.9845200300216674,Critical Risk
0.9559633135795593,Critical Risk
0.0,Low Risk
0.9794894099235535,Critical Risk
0.8989394426345825,Critical Risk
1.0,Critical Risk
0.32654456198215487,Medium Risk
0.2812882512807846,Medium Risk
0.9798816800117492,Critical Risk
0.920878803730011,Critical Risk
0.10198425948619842,Low Risk
0.18388333022594452,Low Risk
0.051965918764472006,Low Risk
0.0,Low Risk
0.971219515800476,Critical Risk
0.9815690636634826,Critical Risk
0.4835409909486771,Medium Risk
0.15530214458703995,Low Risk
0.799926471710205,High Risk
0.8981155514717102,Critical Risk
1.0,Critical Risk
0.12498776745051146,Low Risk
0.7674052953720093,High Risk
1.0,Critical Risk
0.7295953869819641,High Risk
0.020030241832137106,Low Risk
1.0,Critical Risk
1.0,Critical Risk
0.0,Low Risk
0.08311581388115882,Low Risk
0.03429567925632,Low Risk
1.0,Critical Risk
0.9870951533317566,Critical Risk
0.09094964116811752,Low Risk
0.1395242139697075,Low Risk
0.1642337754368782,Low Risk
0.28411410450935365,Medium Risk
0.0,Low Risk
1.0,Critical Risk
1.0,Critical Risk
0.9376089215278626,Critical Risk
0.3311671197414398,Medium Risk
0.8806471943855285,Critical Risk
0.5416694819927216,High Risk
0.20174412727355956,Medium Risk
0.8544169783592224,Critical Risk
1.0,Critical Risk
0.11125670075416565,Low Risk
0.9824403762817383,Critical Risk
1.0,Critical Risk
0.15502976775169372,Low Risk
0.9538749694824219,Critical Risk
1.0,Critical Risk
0.9913648128509521,Critical Risk
1.0,Critical Risk
0.0,Low Risk
0.5191361367702484,High Risk
0.5552495360374451,High Risk
1.0,Critical Risk
0.04505879208445549,Low Risk
0.8911751747131348,Critical Risk
0.10739474073052406,Low Risk
0.8621000289916992,Critical Risk
0.9401565551757812,Critical Risk
0.9636635661125184,Critical Risk
0.9761506080627441,Critical Risk
0.026932113617658616,Low Risk
0.8055968523025513,Critical Risk
1.0,Critical Risk
0.9050977826118469,Critical Risk
0.839412784576416,Critical Risk
0.9340798258781433,Critical Risk
0.4363290309906006,Medium Risk
0.509483951330185,High Risk
0.7494634866714478,High Risk
0.0,Low Risk
0.2824896961450577,Medium Risk
0.6867827773094177,High Risk
0.972556757926941,Critical Risk
0.9591820478439331,Critical Risk
1.0,Critical Risk
0.1090158149600029,Low Risk
0.4396885931491852,Medium Risk
0.23217499852180482,Medium Risk
0.1761459842324257,Low Risk
0.9435392856597901,Critical Risk
0.08847933560609818,Low Risk
0.8676182508468628,Critical Risk
0.0,Low Risk
1.0,Critical Risk
0.43424613028764725,Medium Risk
0.9382652163505554,Critical Risk
0.0,Low Risk
0.5043823003768921,High Risk
0.6971691966056823,High Risk
0.058979155495762825,Low Risk
0.0685619454830885,Low Risk
0.5216272845864296,High Risk
0.3337554603815079,Medium Risk
0.07665111944079399,Low Risk
0.046306388638913634,Low Risk
0.8367928385734558,Critical Risk
0.022948708571493625,Low Risk
0.02894771285355091,Low Risk
0.24481538236141204,Medium Risk
0.8830443739891052,Critical Risk
0.0,Low Risk
0.01433891076594591,Low Risk
0.18037405014038085,Low Risk
0.9824404120445251,Critical Risk
0.48054755926132203,Medium Risk
0.304181832075119,Medium Risk
0.14442012645304203,Low Risk
1.0,Critical Risk
1.0,Critical Risk
0.9365803837776184,Critical Risk
0.7177628159523011,High Risk
1.0,Critical Risk
1.0,Critical Risk
0.01143023483455181,Low Risk
0.9494584798812866,Critical Risk
1.0,Critical Risk
0.6917847275733948,High Risk
0.8094455361366272,Critical Risk
0.9508496999740601,Critical Risk
0.12721981406211852,Low Risk
0.8358981847763062,Critical Risk
0.6945340454578399,High Risk
1.0,Critical Risk
0.8167926073074341,Critical Risk
0.14823980927467345,Low Risk
0.0,Low Risk
0.06930992975831032,Low Risk
0.9191368818283081,Critical Risk
0.9482280731201171,Critical Risk
0.7131988048553467,High Risk
0.9028788805007935,Critical Risk
0.18069057166576385,Low Risk
0.9614857792854309,Critical Risk
0.18609799742698668,Low Risk
0.01328626461327076,Low Risk
0.07996657192707061,Low Risk
0.19399611055850982,Low Risk
0.8706735372543335,Critical Risk
0.8491021990776062,Critical Risk
0.8990941047668457,Critical Risk
0.3637986958026886,Medium Risk
0.018617305159568786,Low Risk
0.9742402553558349,Critical Risk
0.844424057006836,Critical Risk
0.6044523775577545,High Risk
0.15916621834039688,Low Risk
0.00912843383848667,Low Risk
0.08104465827345848,Low Risk
0.20939097702503204,Medium Risk
1.0,Critical Risk
0.9757583856582641,Critical Risk
0.3184806197881699,Medium Risk
0.9241523385047913,Critical Risk
1.0,Critical Risk
0.801403534412384,Critical Risk
0.7775921106338501,High Risk
0.7537374675273896,High Risk
0.15413108319044114,Low Risk
0.1042536437511444,Low Risk
0.8229149222373963,Critical Risk
1.0,Critical Risk
0.33466488122940063,Medium Risk
0.17138866782188417,Low Risk
0.054270890168845655,Low Risk
0.13762612491846085,Low Risk
0.24440390169620513,Medium Risk
0.9782106757164002,Critical Risk
0.8907496452331543,Critical Risk
0.9534877300262451,Critical Risk
0.9379217267036438,Critical Risk
0.2997060358524323,Medium Risk
0.7670625925064087,High Risk
0.2284188151359558,Medium Risk
0.8595640420913696,Critical Risk
0.06989302523434163,Low Risk
0.8275344848632813,Critical Risk
0.9757583618164063,Critical Risk
0.11243759244680404,Low Risk
1.0,Critical Risk
0.9877130866050721,Critical Risk
0.9174801349639893,Critical Risk
0.17251326143741608,Low Risk
0.9388747215270996,Critical Risk
0.7657960534095765,High Risk
0.16146190315485,Low Risk
0.9503623366355896,Critical Risk
0.8554739117622375,Critical Risk
1.0,Critical Risk
0.8491754293441772,Critical Risk
1.0,Critical Risk
0.28090991377830504,Medium Risk
0.9876296043395996,Critical Risk
1.0,Critical Risk
0.9247795104980469,Critical Risk
0.09637911766767501,Low Risk
1.0,Critical Risk
0.9812290668487549,Critical Risk
0.30300153866410257,Medium Risk
0.06267558131366968,Low Risk
0.4030651867389679,Medium Risk
0.037067914940416814,Low Risk
0.9658349394798279,Critical Risk
0.8907168984413147,Critical Risk
1.0,Critical Risk
0.9015887141227722,Critical Risk
0.7573334157466889,High Risk
0.8941976666450501,Critical Risk
0.10464475676417351,Low Risk
0.9430891513824463,Critical Risk
0.9841277718544006,Critical Risk
1.0,Critical Risk
0.9207637310028076,Critical Risk
0.2775279864668846,Medium Risk
1.0,Critical Risk
0.7548694729804992,High Risk
0.0,Low Risk
0.12102012187242508,Low Risk
0.21272374391555787,Medium Risk
0.0,Low Risk
0.0,Low Risk
0.5041020929813385,High Risk
0.8823919773101807,Critical Risk
0.7835138440132141,High Risk
0.2068205714225769,Medium Risk
0.7093477249145508,High Risk
0.1721437931060791,Low Risk
0.9589108824729919,Critical Risk
0.10987980812788009,Low Risk
0.9092877626419067,Critical Risk
0.15853776633739472,Low Risk
0.1672887161374092,Low Risk
1.0,Critical Risk
0.6109347581863404,High Risk
0.9726948976516724,Critical Risk
0.8614771962165833,Critical Risk
1.0,Critical Risk
0.4415751934051514,Medium Risk
0.9410742402076722,Critical Risk
0.6434085547924042,High Risk
0.1411573588848114,Low Risk
0.7668877482414246,High Risk
0.13238647431135178,Low Risk
0.9216848373413086,Critical Risk
0.111432995647192,Low Risk
0.7405512690544128,High Risk
0.8711764335632324,Critical Risk
0.8803120493888855,Critical Risk
0.8331675291061401,Critical Risk
0.01680996473878622,Low Risk
0.15346843600273133,Low Risk
0.18018397986888884,Low Risk
0.3584071218967438,Medium Risk
0.04509519562125206,Low Risk
0.18686557710170745,Low Risk
0.16543041542172432,Low Risk
0.01309556867927313,Low Risk
0.6160768032073974,High Risk
0.5880614399909974,High Risk
0.7439388513565064,High Risk
1.0,Critical Risk
1.0,Critical Risk
0.5937932908535004,High Risk
0.2688642591238022,Medium Risk
0.17693327367305756,Low Risk
0.2567205049097538,Medium Risk
0.05132770072668791,Low Risk
0.07921131998300553,Low Risk
0.9056338191032409,Critical Risk
0.3128978192806244,Medium Risk
0.4394646167755127,Medium Risk
0.7245204210281372,High Risk
0.0773313507437706,Low Risk
0.1364850476384163,Low Risk
0.817834222316742,Critical Risk
0.8947519898414612,Critical Risk
0.1679110825061798,Low Risk
0.0,Low Risk
0.030781522765755652,Low Risk
0.13233001828193663,Low Risk
0.030338909663259982,Low Risk
0.12331248894333839,Low Risk
0.03364552222192287,Low Risk
0.970992386341095,Critical Risk
0.3299773931503296,Medium Risk
0.06430505141615868,Low Risk
0.034862047992646694,Low Risk
0.1673838585615158,Low Risk
0.8746869802474976,Critical Risk
0.7383613824844361,High Risk
0.504396504163742,High Risk
1.0,Critical Risk
1.0,Critical Risk
0.588762179017067,High Risk
0.024429996125400068,Low Risk
1.0,Critical Risk
0.17498628050088882,Low Risk
0.7306906640529632,High Risk
0.9235775470733643,Critical Risk
0.04088096618652344,Low Risk
0.6723210573196411,High Risk
0.06077754683792591,Low Risk
0.9534953355789184,Critical Risk
0.07144792787730694,Low Risk
0.8988484859466552,Critical Risk
0.9480594754219055,Critical Risk
0.26957283914089203,Medium Risk
0.055213861912488935,Low Risk
0.3485094428062439,Medium Risk
0.7589728116989136,High Risk
0.7167672753334046,High Risk
0.043617546930909155,Low Risk
0.05264526456594467,Low Risk
0.7422025203704834,High Risk
0.04179642405360937,Low Risk
0.17242224216461183,Low Risk
1.0,Critical Risk
0.7033294200897217,High Risk
0.8013378500938415,Critical Risk
0.26802838146686553,Medium Risk
0.943200945854187,Critical Risk
0.7833965659141541,High Risk
1.0,Critical Risk
0.12684869170188903,Low Risk
0.9705308437347412,Critical Risk
0.15311679542064666,Low Risk
0.11306231170892715,Low Risk
0.04039400778710842,Low Risk
0.6313451290130615,High Risk
0.9736006140708924,Critical Risk
0.0,Low Risk
0.9295006036758423,Critical Risk
0.9018317937850953,Critical Risk
0.16439978629350663,Low Risk
1.0,Critical Risk
1.0,Critical Risk
0.5875432074069977,High Risk
1.0,Critical Risk
0.8963757753372192,Critical Risk
0.0,Low Risk
0.9897092580795288,Critical Risk
0.527886438369751,High Risk
0.972556722164154,Critical Risk
0.2980137050151825,Medium Risk
0.8748111605644227,Critical Risk
0.84287531375885,Critical Risk
0.7043132364749909,High Risk
0.15997387021780013,Low Risk
0.6456767320632935,High Risk
0.5537374258041382,High Risk
0.7752086400985718,High Risk
0.6748215556144714,High Risk
0.1881365217268467,Low Risk
0.39593650698661803,Medium Risk
0.9854395866394043,Critical Risk
0.6513445138931274,High Risk
0.6718206167221069,High Risk
0.8537748217582702,Critical Risk
1.0,Critical Risk
0.9824568033218384,Critical Risk
0.14565752893686296,Low Risk
0.30573309659957887,Medium Risk
0.1579650804400444,Low Risk
1.0,Critical Risk
1.0,Critical Risk
0.8715943455696106,Critical Risk
0.8549201607704162,Critical Risk
0.6038767874240876,High Risk
0.9420562028884888,Critical Risk
1.0,Critical Risk
0.8078020691871644,Critical Risk
0.16667987480759622,Low Risk
0.0,Low Risk
0.14449279457330705,Low Risk
0.03869891650974751,Low Risk
0.10404016897082329,Low Risk
0.3942246437072754,Medium Risk
0.28498679399490356,Medium Risk
0.114102204144001,Low Risk
0.24279246628284454,Medium Risk
1.0,Critical Risk
0.10271945297718048,Low Risk
0.03418431393802166,Low Risk
0.08567204773426056,Low Risk
0.0,Low Risk
0.9439142942428589,Critical Risk
0.19769199788570405,Low Risk
0.9575881004333496,Critical Risk
0.2752159208059311,Medium Risk
0.02217348460108042,Low Risk
0.05891456678509712,Low Risk
0.23965078145265578,Medium Risk
0.27963071390986444,Medium Risk
0.09085638374090195,Low Risk
0.11004252880811691,Low Risk
0.8717670798301697,Critical Risk
0.9712135195732117,Critical Risk
0.16508763283491135,Low Risk
0.5916666030883789,High Risk
0.7210922479629517,High Risk
0.0,Low Risk
0.8990745067596435,Critical Risk
0.4285300612449646,Medium Risk
1.0,Critical Risk
1.0,Critical Risk
0.9975879192352295,Critical Risk
0.08750147819519043,Low Risk
0.9690005779266357,Critical Risk
0.30689401626586915,Medium Risk
1.0,Critical Risk
0.04224078673869371,Low Risk
0.9717245936393738,Critical Risk
0.1030443474650383,Low Risk
0.05880716890096664,Low Risk
0.36630081236362455,Medium Risk
1.0,Critical Risk
0.38505579829216,Medium Risk
0.5700766503810882,High Risk
0.5437480449676514,High Risk
0.9675817251205444,Critical Risk
0.6039244383573532,High Risk
0.16371266394853592,Low Risk
0.5771426916122436,High Risk
0.08262791186571121,Low Risk
0.8977312207221985,Critical Risk
0.4747907996177673,Medium Risk
0.07769956141710281,Low Risk
0.9556944489479064,Critical Risk
0.9787093281745911,Critical Risk
1.0,Critical Risk
0.7232888698577881,High Risk
1.0,Critical Risk
0.14325902462005616,Low Risk
0.34976471960544586,Medium Risk
1.0,Critical Risk
0.1521892100572586,Low Risk
0.6974341869354248,High Risk
0.19836085438728332,Low Risk
0.9135192513465882,Critical Risk
0.5392731130123138,High Risk
1.0,Critical Risk
0.8298312783241272,Critical Risk
0.3834832191467285,Medium Risk
0.29462406039237976,Medium Risk
0.09731745421886444,Low Risk
0.5905554354190826,High Risk
0.974240243434906,Critical Risk
0.027858515828847887,Low Risk
1.0,Critical Risk
0.12061182707548142,Low Risk
0.5122505247592926,High Risk
0.26550278067588806,Medium Risk
0.0,Low Risk
0.5156513631343842,High Risk
0.5292439639568329,High Risk
0.16478516906499863,Low Risk
1.0,Critical Risk
0.9104367136955261,Critical Risk
0.10315872579813004,Low Risk
0.9953144311904907,Critical Risk
0.17385745346546172,Low Risk
0.34439163357019426,Medium Risk
0.7488694906234741,High Risk
0.0,Low Risk
0.08100602142512799,Low Risk
0.9728487014770508,Critical Risk
0.6122045576572418,High Risk
0.7756309509277344,High Risk
0.2369375690817833,Medium Risk
0.6193882107734681,High Risk
0.17313577383756637,Low Risk
0.19730167835950851,Low Risk
0.9825867295265198,Critical Risk
0.9495116949081421,Critical Risk
0.5449458494782448,High Risk
0.8951675295829773,Critical Risk
0.9539455771446228,Critical Risk
1.0,Critical Risk
0.2400120586156845,Medium Risk
0.6103602230548859,High Risk
0.5095015466213226,High Risk
0.5878621518611908,High Risk
0.6877016723155975,High Risk
0.7833333492279053,High Risk
1.0,Critical Risk
0.9794894099235535,Critical Risk
0.9268736004829407,Critical Risk
0.947717261314392,Critical Risk
0.9702383160591126,Critical Risk
0.958322286605835,Critical Risk
0.9729953646659851,Critical Risk
0.8607398867607117,Critical Risk
0.07570631317794323,Low Risk
0.21198069155216218,Medium Risk
0.1571456104516983,Low Risk
0.08202155530452729,Low Risk
0.7666019797325134,High Risk
0.0,Low Risk
1.0,Critical Risk
0.0912149615585804,Low Risk
0.4791477367281914,Medium Risk
0.9361960887908936,Critical Risk
0.8507514119148254,Critical Risk
0.07926381938159466,Low Risk
0.06937969401478768,Low Risk
1.0,Critical Risk
0.3523747056722641,Medium Risk
0.8677276611328125,Critical Risk
0.012469593435525894,Low Risk
0.875050139427185,Critical Risk
1.0,Critical Risk
0.9643297314643859,Critical Risk
1.0,Critical Risk
0.6908088564872742,High Risk
0.9838668584823609,Critical Risk
0.37085050344467163,Medium Risk
1.0,Critical Risk
1.0,Critical Risk
0.29267043322324754,Medium Risk
0.20479465126991273,Medium Risk
0.6552634954452514,High Risk
0.06943412497639656,Low Risk
0.9702383160591126,Critical Risk
0.02665183637291193,Low Risk
1.0,Critical Risk
0.040573883429169656,Low Risk
0.713756012916565,High Risk
0.9661369562149048,Critical Risk
0.12661101669073105,Low Risk
0.2661289840936661,Medium Risk
0.11830812394618988,Low Risk
0.7859699010849,High Risk
0.32825642079114914,Medium Risk
0.8525564074516296,Critical Risk
0.9450049877166748,Critical Risk
0.8263070702552795,Critical Risk
0.9524956345558167,Critical Risk
0.03364552203565836,Low Risk
0.31177682876586915,Medium Risk
1.0,Critical Risk
0.43138221502304075,Medium Risk
0.3065517783164978,Medium Risk
0.09568901881575584,Low Risk
0.0,Low Risk
0.5329601883888244,High Risk
0.08386608809232712,Low Risk
1.0,Critical Risk
0.5459957301616669,High Risk
0.22673562467098235,Medium Risk
0.9875501036643982,Critical Risk
0.10829271674156189,Low Risk
1.0,Critical Risk
0.8338738203048706,Critical Risk
0.8278627872467041,Critical Risk
0.12543731033802033,Low Risk
1.0,Critical Risk
0.9803967118263245,Critical Risk
0.03524918276816606,Low Risk
0.0,Low Risk
0.9494813680648804,Critical Risk
0.15070932507514953,Low Risk
0.08448861539363861,Low Risk
0.05963512510061264,Low Risk
0.210865019261837,Medium Risk
0.9533251285552978,Critical Risk
0.7751289010047913,High Risk
0.06275316923856736,Low Risk
0.9702017307281494,Critical Risk
0.2597821056842804,Medium Risk
0.34229854941368104,Medium Risk
0.4785893678665161,Medium Risk
0.9338862180709839,Critical Risk
0.10746500641107559,Low Risk
0.08300121407955885,Low Risk
0.5873131424188613,High Risk
0.1588646024465561,Low Risk
0.8693671941757202,Critical Risk
0.23944379687309264,Medium Risk
0.9254877924919128,Critical Risk
0.20548024773597717,Medium Risk
0.08477131500840188,Low Risk
0.4759888291358948,Medium Risk
0.17933182269334794,Low Risk
0.17673287093639373,Low Risk
0.14049750342965125,Low Risk
0.11948164403438569,Low Risk
0.5813709884881973,High Risk
0.9541737198829651,Critical Risk
1.0,Critical Risk
0.22736356109380723,Medium Risk
0.953952181339264,Critical Risk
0.97797132730484,Critical Risk
0.8289690613746643,Critical Risk
0.8873241186141968,Critical Risk
0.02157411854714155,Low Risk
0.9620776414871216,Critical Risk
0.9104367375373841,Critical Risk
1.0,Critical Risk
0.02885032780468464,Low Risk
0.6634797573089599,High Risk
0.9707351207733155,Critical Risk
0.16689454689621924,Low Risk
1.0,Critical Risk
1.0,Critical Risk
0.5803703427314758,High Risk
0.22679179012775422,Medium Risk
0.5646867871284484,High Risk
0.9524956464767456,Critical Risk
0.2674351528286934,Medium Risk
0.2741823047399521,Medium Risk
0.8536210536956788,Critical Risk
0.44688058495521543,Medium Risk
0.9657451510429382,Critical Risk
0.13743327111005782,Low Risk
0.06487143859267235,Low Risk
0.3411689162254333,Medium Risk
0.078561569750309,Low Risk
0.37752941250801086,Medium Risk
0.9263723492622375,Critical Risk
0.19177308678627014,Low Risk
0.16511640846729278,Low Risk
0.07567231580615044,Low Risk
0.9320088624954224,Critical Risk
0.061915566027164456,Low Risk
1.0,Critical Risk
0.1988035559654236,Low Risk
0.9647139072418213,Critical Risk
0.6149063885211945,High Risk
0.8365681886672973,Critical Risk
0.8869548439979553,Critical Risk
1.0,Critical Risk
0.3547671914100647,Medium Risk
0.0,Low Risk
0.6669689238071441,High Risk
0.15828451067209243,Low Risk
0.752301549911499,High Risk
0.14233101457357406,Low Risk
0.6129726707935333,High Risk
0.0,Low Risk
1.0,Critical Risk
0.9357612609863282,Critical Risk
0.12954314351081847,Low Risk
0.0,Low Risk
0.13184984773397446,Low Risk
0.9459341049194336,Critical Risk
0.014858169481158257,Low Risk
0.0,Low Risk
0.9918197870254517,Critical Risk
0.8315455555915833,Critical Risk
0.2691401898860931,Medium Risk
1.0,Critical Risk
0.6477416932582856,High Risk
0.0,Low Risk
0.854019033908844,Critical Risk
1.0,Critical Risk
0.9390179753303528,Critical Risk
0.19674295037984849,Low Risk
0.6826038956642151,High Risk
0.8861630678176879,Critical Risk
0.295171782374382,Medium Risk
0.08163826614618301,Low Risk
0.024633920192718504,Low Risk
0.03892609179019928,Low Risk
0.8907496333122253,Critical Risk
1.0,Critical Risk
0.17412715405225754,Low Risk
1.0,Critical Risk
0.9504727125167847,Critical Risk
0.07499992474913597,Low Risk
0.03005322441458702,Low Risk
1.0,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
0.03353782147169113,Low Risk
0.018388359993696212,Low Risk
0.38866795003414156,Medium Risk
1.0,Critical Risk
1.0,Critical Risk
0.04721145778894424,Low Risk
0.29160578846931456,Medium Risk
1.0,Critical Risk
0.056988751888275145,Low Risk
0.5723114907741547,High Risk
0.14822545498609543,Low Risk
0.9401280879974365,Critical Risk
0.38714799880981443,Medium Risk
0.18451549112796783,Low Risk
0.9451001048088074,Critical Risk
1.0,Critical Risk
0.8818249106407166,Critical Risk
0.9593647122383118,Critical Risk
0.9120215773582458,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
0.9687975287437439,Critical Risk
0.6593934655189514,High Risk
0.05894521735608578,Low Risk
0.8534456491470337,Critical Risk
0.86052907705307,Critical Risk
0.9902881741523742,Critical Risk
1.0,Critical Risk
0.018691447749733924,Low Risk
0.016047248058021067,Low Risk
0.30020725131034853,Medium Risk
0.6388226509094238,High Risk
0.04270675294101238,Low Risk
0.9845200538635254,Critical Risk
1.0,Critical Risk
0.16110025942325593,Low Risk
0.6139997243881226,High Risk
1.0,Critical Risk
0.26753951907157897,Medium Risk
0.02983574941754341,Low Risk
0.431197926402092,Medium Risk
0.08224126547574998,Low Risk
0.44661930203437805,Medium Risk
0.8964044690132141,Critical Risk
0.5949368119239807,High Risk
0.9819613456726074,Critical Risk
0.8386139750480652,Critical Risk
0.6673186659812927,High Risk
0.8111258506774902,Critical Risk
0.1907056152820587,Low Risk
0.8155486106872558,Critical Risk
0.08133338838815689,Low Risk
0.9845200538635254,Critical Risk
0.8899636030197143,Critical Risk
0.11523885428905487,Low Risk
0.0,Low Risk
1.0,Critical Risk
0.01454940289258957,Low Risk
0.04691832549870014,Low Risk
0.08386609181761742,Low Risk
0.7759225249290467,High Risk
0.07365539576858282,Low Risk
0.24079980999231337,Medium Risk
0.9883974671363831,Critical Risk
0.21597804725170136,Medium Risk
0.8893161416053772,Critical Risk
0.9803967237472534,Critical Risk
0.16509732604026794,Low Risk
0.11207223385572433,Low Risk
